,0,1,2,3,4,5,6,7
2003-10-22 12:06:24,0.1246167666966247,0.11749570579771156,0.13045219969436278,0.12164449804846963,0.12888810859931002,0.13182101379045005,0.10901942474811892,0.11526596775470135
2003-10-22 12:09:13,0.12381151925175898,0.11683415901996319,0.1314901231015672,0.12218059525284956,0.12956395203480892,0.13205224367027038,0.10890001175026105,0.10920997904238249
2003-10-22 12:14:13,0.12524886033604965,0.11838683477721171,0.13190083848455755,0.12357403970189895,0.13133931726851483,0.1332945881820965,0.11032030062024778,0.11369514143015734
2003-10-22 12:19:13,0.12520001010931908,0.11900723797961901,0.13161619595716284,0.12274962339038985,0.1310777752824883,0.13397232609529022,0.111038275200491,0.1144148651412964
2003-10-22 12:24:13,0.12562079586877653,0.11967926908044382,0.1307802151364132,0.12186871718265313,0.1313091550275625,0.13328195652654462,0.11018913530531482,0.1142598996763797
2003-10-22 12:29:13,0.12599098366642225,0.11927915235829703,0.13043447606561334,0.12171793490092865,0.13171223480936192,0.13408617854397661,0.120047990794326,0.11372552395812806
2003-10-22 12:34:13,0.12548035366625646,0.11834491320858607,0.13156519303954298,0.12222678903741359,0.13103604090410045,0.13300564108920665,0.06614798511933985,0.11268466199305341
2003-10-22 12:39:13,0.12507694726232224,0.11871513104067563,0.13001327276953278,0.12214111800557477,0.1307764230502638,0.13356649831869818,0.1157417926108174,0.11333356496684101
2003-10-22 12:44:13,0.12538639376578684,0.11918066622861044,0.13122712255188232,0.12251817281949996,0.13096235987522184,0.1320974204985407,0.08290761744803496,0.11285137713798422
2003-10-22 12:49:13,0.12482812422952629,0.11872278473081306,0.12981795033624355,0.12163952636272767,0.1310127767556517,0.13321971808184016,0.09949603121506995,0.11358475022280892
2003-10-22 12:54:13,0.12513770002277722,0.11929656345531772,0.130260039964763,0.12159435037961444,0.13051028136387124,0.13255933665075334,0.12915947101766168,0.11358975913583125
2003-10-22 12:59:13,0.1248131344106548,0.11883847620583639,0.1306801848350801,0.12231485928134683,0.1314236336917705,0.13386468136750235,0.09749945791723659,0.1138454434716978
2003-10-22 13:04:13,0.12413851150065998,0.11834017571122102,0.1297467558942093,0.12176666822372675,0.12975440597308138,0.1323085598423954,0.10927381117576794,0.11356719396160886
2003-10-22 13:09:13,0.12445107972096132,0.11842204215172994,0.12998664811404367,0.12204607929372521,0.1316171793071258,0.13422797191624508,0.1083844537015787,0.11471107804966262
2003-10-22 13:14:13,0.12467460180709855,0.11853572973821655,0.12989282337276464,0.12088489774919443,0.13108737821611427,0.13279389175112863,0.10896480364780899,0.11352221662160648
2003-10-22 13:19:13,0.12854680649108177,0.12316643337797172,0.13042186935875283,0.12172585469149927,0.1303970430544557,0.13185826289699704,0.10981642477671445,0.11387714627429135
2003-10-22 13:24:13,0.12662059638339934,0.11852532389705832,0.13147142663813574,0.12195025418315734,0.13061891999573638,0.13368023797736464,0.11068668798732041,0.11294282510311389
2003-10-22 13:29:13,0.12733610051459254,0.12034762100002332,0.1317322688033362,0.12242182237207566,0.1314457786475249,0.1332077105688257,0.11208676218859545,0.11426460570619942
2003-10-22 13:34:13,0.12591936510374518,0.11905206060556194,0.1312444141475508,0.12333354466807722,0.1310750356623094,0.13375837979447286,0.11015718497063336,0.11407156327895114
2003-10-22 13:39:13,0.12636230123496936,0.11959428011213097,0.13058801476802817,0.12232605987705632,0.13155037420013269,0.13330056572387747,0.06224347443602941,0.11322985493601283
2003-10-22 13:44:13,0.1264429769008126,0.11851621376191193,0.13171434316994216,0.12295478356971684,0.13110468917401172,0.13245636768498453,0.11089497417656922,0.1136995521692348
2003-10-22 13:49:13,0.12722138816074577,0.12087384841570081,0.13135340452651795,0.12241078671080965,0.13032555778984053,0.13337009761794452,0.11081303813352406,0.1141496471754974
2003-10-22 13:54:13,0.12629180303040857,0.11950489423893049,0.1319421718249849,0.12184994882964298,0.13109445335696687,0.13337450114816293,0.10777899463782763,0.11403720042261878
2003-10-22 13:59:13,0.12775334070134725,0.12073182166414086,0.13138287571912916,0.12260963447836117,0.13107334358110034,0.13405928261204364,0.14640902188572813,0.11547162604174095
2003-10-22 14:04:13,0.1255880971082073,0.11874170542425644,0.13114901529222295,0.12241146225780633,0.131700416132053,0.13361221404270504,0.23725826971297478,0.11367330403312433
2003-10-22 14:09:13,0.1258155482259613,0.11827822295045523,0.1318892144229304,0.12197235579788435,0.13117622260539583,0.13350003223361884,0.10374279520530386,0.11791197562504233
2003-10-22 14:14:13,0.12674585859710433,0.11911213956637541,0.13091417444404088,0.12159087039199828,0.13169818018705967,0.13391926030150092,0.11047117038532289,0.1139333300722515
2003-10-22 14:19:13,0.12589123328220794,0.11877747422479498,0.13246705894357805,0.12317317478997286,0.13241671711691133,0.13381465678769847,0.11237687936480642,0.11382474408850997
2003-10-22 14:24:13,0.12770672808762895,0.11969309497305074,0.13153466365397964,0.1216166640283447,0.1315340138023336,0.13421703837190588,0.10948550557695738,0.11321930970657833
2003-10-22 14:29:13,0.12737871152286806,0.12020024086985497,0.13088468706711892,0.12160593255334849,0.13106824746083884,0.1340725780113812,0.1117895907201934,0.11584654164873996
2003-10-22 14:34:13,0.12579750031111753,0.1185012432656331,0.13188493494790893,0.12237899668261866,0.13123500372404953,0.13346841595494546,0.11167602581981223,0.11565489120677845
2003-10-22 14:39:13,0.12645137211297225,0.11877435386517844,0.1316577905673679,0.12160606466227193,0.13112657295032892,0.13339307528800637,0.11142167950451394,0.11513335120203734
2003-10-22 14:44:13,0.12699839223569212,0.11979883177939507,0.1321728160530143,0.12224987918437295,0.13163872657279732,0.13369027928730193,0.11087753106849252,0.11455255563427585
