,0,1,2,3
2004-03-04 09:27:46,0.07976986987729906,0.09670442865156803,0.06639106913759905,0.05549299534930978
2004-03-04 09:32:46,0.07867655801627413,0.09200590511751403,0.06628650670933818,0.05335194834407634
2004-03-04 09:42:46,0.07981697470248275,0.09343063475079792,0.06918557318749405,0.052704032805642315
2004-03-04 09:52:46,0.08108439875024964,0.09280340613913345,0.06863662099412589,0.05484267124944673
2004-03-04 10:02:46,0.07916631009177791,0.09282990666727017,0.06745794971126111,0.05391179703428364
2004-03-04 10:12:46,0.07957216154543217,0.09330057562514289,0.06982896973260234,0.05335369415984218
2004-03-04 10:22:46,0.08037553467046525,0.095227537511904,0.06949952161744682,0.05532350291780556
2004-03-04 10:32:46,0.07846573939871888,0.09275740576911297,0.06703200367055764,0.05386685228674492
2004-03-04 10:42:46,0.08011965909454705,0.0949136181066491,0.07006661044264127,0.05525497322430668
2004-03-04 10:52:46,0.07834120282309012,0.09417134256158588,0.06936586321554485,0.05434448511716294
2004-03-04 11:02:46,0.0793469847656849,0.09546557704332412,0.06847785098120168,0.054214296552488675
2004-03-04 11:12:46,0.0796414305425279,0.09385462253090403,0.06940995802168377,0.054704772991898264
2004-03-04 11:22:46,0.0802103255389395,0.09494178236259028,0.0695942030158602,0.055426238581004574
2004-03-04 11:32:46,0.07885541994529462,0.09308804803384957,0.06860796088993946,0.053109292989143894
2004-03-04 11:42:46,0.08146711313160757,0.09501758969107098,0.06945963469241745,0.0546640999775786
2004-03-04 11:52:46,0.0812956326122761,0.0952762160847773,0.07164741017193112,0.055432384976340704
2004-03-04 12:02:46,0.08156945090571958,0.09503936054465513,0.07110361460545747,0.055703322168348716
2004-03-04 12:12:46,0.08022027970556365,0.09271464538581292,0.06880950895680839,0.05482538502292758
2004-03-04 12:22:46,0.08050084292846242,0.09477219726008555,0.07211007375837547,0.05454707344887537
2004-03-04 12:32:46,0.08327836952301385,0.09551612274165451,0.07052197108478939,0.05652103349985726
2004-03-04 12:42:46,0.08391670704557654,0.09678946808856745,0.07022507118598954,0.05564848203158422
2004-03-04 12:52:46,0.0834705366275248,0.0964710708609693,0.07429394302507701,0.05647114125306443
2004-03-04 13:02:46,0.08289025942282344,0.0971306046671491,0.07356213870857387,0.05604412844553295
2004-03-04 13:12:46,0.0814393401935376,0.09468915273816632,0.07180717359155678,0.05523024753860819
2004-03-04 13:22:46,0.08403081076062367,0.09670276004329056,0.07267168087925649,0.05590804772376887
2004-03-04 13:32:46,0.08233992663784988,0.09305072657795524,0.07043824330870295,0.05516675465248651
2004-03-04 13:42:46,0.0794911087415651,0.09404508156761276,0.07168835590309267,0.05444782146216396
2004-03-04 13:52:46,0.08143232284699989,0.0948116673116292,0.06965472175458129,0.055914148579126896
2004-03-04 14:02:46,0.08047865649401459,0.09460096095476576,0.06895794269860211,0.05580700491819421
2004-03-04 14:12:46,0.08237794538013789,0.09360868635673542,0.07175484445675318,0.05632604045329433
2004-03-04 14:22:46,0.08143176427549136,0.09381545900676411,0.06941159823283699,0.054906632281265806
2004-03-04 14:32:46,0.08050543463707165,0.09340497434758334,0.07015582364833972,0.0552167470496396
2004-03-04 14:42:46,0.08145810860912908,0.09343819311405041,0.06976775316581259,0.055606266621158244
2004-03-04 14:52:46,0.08194670710773597,0.09535408759766456,0.07140182262678917,0.05606918105443006
2004-03-04 15:02:46,0.08120041891898576,0.0935905730876124,0.07189708125156925,0.05586293505592202
2004-03-04 15:12:46,0.08221791374804586,0.09435957596682748,0.07117577033463458,0.0564598147289945
2004-03-04 15:22:46,0.08203880362999018,0.0912080377366004,0.068763555278205,0.05491155809893023
2004-03-04 15:32:46,0.08181125323759844,0.09464303006456286,0.0693368024038195,0.05606216118117912
2004-03-04 15:42:46,0.08199956826570193,0.09397663949067062,0.07095856037775389,0.05575959450633333
2004-03-04 15:52:46,0.08138636625586983,0.09421336483317598,0.07098058653069456,0.05570099119353605
2004-03-04 16:02:46,0.08139213429667175,0.09265167024200235,0.06965881709000539,0.056311145128447135
2004-03-04 16:12:46,0.08339820067585695,0.09646609384180918,0.07032633988586547,0.05647861132140015
2004-03-04 16:22:46,0.0804037148470099,0.0929551357303899,0.069271397700507,0.05498033643407454
2004-03-04 16:32:46,0.08117333976995565,0.09288903761609126,0.06890838055270211,0.055801637040688364
2004-03-04 16:42:46,0.08033233804251999,0.09106339560247714,0.06745198262075532,0.05405617650437715
2004-03-04 16:52:46,0.07888376649003939,0.09219567814441848,0.06911674415419669,0.054263879618774255
2004-03-04 17:02:46,0.08040625976687225,0.09271639314116614,0.06828181328644435,0.05532500381977915
2004-03-04 17:12:46,0.07987700119000073,0.09181428873757896,0.06875780233971299,0.0541592181371194
2004-03-04 17:22:46,0.08276038020258208,0.09411409311354019,0.07023239033230777,0.05638418464550658
2004-03-04 17:32:46,0.0818157275353121,0.09296169534074251,0.06788427878685495,0.05541461168714381
2004-03-04 17:42:46,0.0792143856412713,0.09259822762538844,0.06809377680502267,0.05451318185939409
2004-03-04 17:52:46,0.08101997705182708,0.09249868823165222,0.07046007901986154,0.05562542845177796
2004-03-04 18:02:46,0.07909342890914693,0.09187727926446919,0.06722759143570886,0.05500639021070111
2004-03-04 18:12:46,0.08114725651616088,0.09269892701050994,0.07057108709594194,0.054917971048813935
2004-03-04 18:22:46,0.08044379473600735,0.09274583169260148,0.06792397363698925,0.05547080102271699
2004-03-04 18:32:46,0.08339575232840826,0.09335332952291689,0.07029932306904536,0.05687906588666396
2004-03-04 18:42:46,0.07971899626283906,0.0937996044199824,0.06904385072485571,0.05483210861139853
2004-03-04 18:52:46,0.07831546791828249,0.09092669143863832,0.06850849820913774,0.05575483250555109
2004-03-04 19:02:46,0.07855574192933241,0.0905866885474854,0.06798850842025292,0.05380439558281854
